id,mnts_gw,date,region,type,city,city_size,city_class,eco,actors_all,actor1,act_type1,people,repert1,site_number,site_type,duration,claim1,direction,target,response,vandalism,violence,international,solidarity,extra,group_name,year,month,company_name,actor2,act_type2,act_fa,act_ip,act_ms,act_opzz,act_znp,act_s80,act_pis,act_sld,act_sr80,act_pip,act_fzz,act_ppp,act_nszzs,act_razem,site_base,repert2,claim2,claim_name
1687,5,201309,PL,threat,NOTCITY,NOTCITY,NOTCITY,information,NA,NA,unionlocal,NA,strike,1,company,NA,duesalary,offense,company,NA,n,n,n,n,0,NA,2013,sep,Volkswagen,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,atypical,0
1688,1,201309,PL,protest,NOTCITY,NOTCITY,NOTCITY,publicsocial,NA,NA,unionlocal,2200,demonstration,1,company,NA,govtpolicycompany,offense,company,negative,n,n,n,n,0,NA,2013,sep,Zachem,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1689,1,201309,MAP,protest,Kraków,765,voyvodeship,NOTCOMPANY,FA,fa,movement,30,demonstration,1,company,NA,layoffs,offense,govtlocal,NA,n,n,n,n,0,NA,2013,sep,Łódź psychiatric,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,bankrupcy,0
1690,7,201309,PL,threat,NOTCITY,NOTCITY,NOTCITY,NOTCOMPANY,S,s,unioncentral,NA,strike,1,stateregional,NA,wage,defense,company,NA,n,n,n,n,0,NA,2013,sep,NA,NOACT2,NOACT2,n,y,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1691,2,201309,POM,protest,Gdańsk,464,voyvodeship,manufactoring,S,s,unionlocal,300,strike,1,company,NA,conditions,offense,company,NA,n,n,n,n,0,retail trade,2013,sep,Zachem,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1692,4,201309,PDK,protest,Sanok,38,normal,manufactoring,S,s,unionlocal,400,demonstration,1,statecentral,NA,bankrupcy,offense,govtcentral,NA,n,n,n,n,0,NA,2013,sep,PKP PR,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
1693,1,201309,ZCP,protest,Szczecin,405,voyvodeship,manufactoring,S OPZZ,s,unionlocal,100,blockade,1,company,w1,wage,offense,govtcentral,NA,n,n,n,n,0,NA,2013,sep,UJK,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,investment,do not delete connections
1694,25,201309,PL,protest,NOTCITY,NOTCITY,NOTCITY,NOTCOMPANY,S OPZZ FZZ S80 SLD Kukiz,s,unioncentral,120000,demonstration,1,stateregional,NA,managepersonal,defense,govtcentral,negative,n,n,n,n,0,NA,2013,sep,Resovia,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,drastic,NOCLAIM2,0
1695,1,201310,KPO,protest,Bydgoszcz,355,voyvodeship,manufactoring,NA,NA,nonorganised,NA,demonstration,1,company,h2,unionize,defense,company,NA,n,n,n,n,0,NA,2013,oct,Zakłady Magnezytowe,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1696,4,201310,SLA,protest,Częstochowa,227,normal,healthsocial,NA,NA,nonorganised,140,slowdown,1,company,w1,govtpolicywork,offense,govtlocal,negative,n,n,n,n,0,NA,2013,oct,LS Med,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,govtpolicycompany,0
1697,1,201310,LDZ,protest,Łódź,697,voyvodeship,traderepair,S,s,unionlocal,NA,demonstration,1,company,NA,govtpolicycompany,offense,govtcentral,NA,n,n,n,n,0,NA,2013,oct,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1698,1,201310,ZCP,protest,Szczecin,405,voyvodeship,NOTCOMPANY,S,s,unioncentral,NA,demonstration,1,company,h2,wage,offense,company,negative,n,n,n,n,0,NA,2013,oct,UAM,NOACT2,NOACT2,n,y,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1699,1,201310,PDK,protest,Sanok,38,normal,manufactoring,S,s,nonorganised,100,demonstration,1,company,NA,managepolicy,defense,govtcentral,negative,n,n,n,n,0,NA,2013,oct,Opatów hospital,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,commemoration,labour day
1700,1,201310,POM,protest,Gdańsk,464,voyvodeship,energy,S,s,unionlocal,110,demonstration,1,company,w1,duesalary,defense,govtlocal,positive,n,n,n,n,0,NA,2013,oct,NA,s,NOACT2,n,n,n,n,n,n,n,n,y,y,n,n,y,n,3,NOREPERT2,NOCLAIM2,0
1701,2,201310,POM,protest,Gdańsk,464,voyvodeship,NOTCOMPANY,S,s,unioncentral,5000,demonstration,1,company,NA,wage,defense,company,NA,n,n,n,n,0,uniform services,2013,oct,KW,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,conditions,0
1702,10,201311,PL,threat,NOTCITY,NOTCITY,NOTCITY,transportpost,NA,NA,unionlocal,NA,strike,1,company,NA,wage,offense,company,NA,n,n,n,n,0,NA,2013,nov,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1703,1,201311,POM,protest,Człuchów,14,normal,publicsocial,NA,NA,nonorganised,74,legal,1,stateregional,NA,commemoration,defense,other,NA,n,n,n,n,0,NA,2013,nov,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,10,NOREPERT2,policywork,0
1704,1,201311,PDK,protest,Lesko,6,normal,healthsocial,S,s,unionlocal,NA,demonstration,1,company,NA,wage,defense,company,NA,n,n,n,n,0,retail trade,2013,nov,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,14,demonstration,NOCLAIM2,stop bankrupcy
1705,2,201311,LBS,protest,Zielona Góra,139,voyvodeship,NOTCOMPANY,S,s,unioncentral,NA,agitation,1,stateregional,NA,layoffs,defense,govtcentral,NA,n,n,n,n,0,NOGROUP,2013,nov,Rejonowa Stacja Pogotowia Ratunkowego,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,stop selling of property
1706,1,201311,SLA,protest,Częstochowa,227,normal,NOTCOMPANY,S,s,unioncentral,NA,agitation,1,stateregional,NA,layoffs,offense,govtcentral,NA,n,n,n,n,0,social services,2013,nov,Bydgoszcz Jurasz,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1707,1,201311,MAZ,protest,Radom,216,normal,NOTCOMPANY,S,s,unioncentral,30,agitation,1,company,w1,layoffs,defense,other,positive,n,n,n,n,0,NOGROUP,2013,nov,Arcelor Mittal,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1708,1,201311,WLK,protest,Poznań,542,voyvodeship,waterwaste,S,s,unionlocal,100,demonstration,11,stateregional,NA,wage,defense,govtcentral,NA,n,n,n,n,0,NOGROUP,2013,nov,NOTCOMPANY,opzz,NOACT2,n,n,n,y,n,n,n,n,n,n,y,n,y,n,1,NOREPERT2,atypical,0
1709,2,201311,SWK,protest,Kielce,198,voyvodeship,NOTCOMPANY,S OPZZ FZZ,s,unioncentral,NA,demonstration,1,NA,NA,managepersonal,offense,govtcentral,positive,n,n,n,n,0,NOGROUP,2013,nov,NA,NOACT2,NOACT2,n,n,n,n,y,n,n,n,n,n,n,n,n,n,1,NOREPERT2,investment,0
1710,6,201311,PL,protest,NOTCITY,NOTCITY,NOTCITY,education,ZNP,znp,unioncentral,NA,agitation,1,company,h24,wage,defense,company,NA,n,n,n,n,0,NOGROUP,2013,nov,PZL Świdnik,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,against EUROPEJSKI KONGRES GOSPODARCZY
1711,4,201311,PL,threat,NOTCITY,NOTCITY,NOTCITY,education,ZNP,znp,unioncentral,20000,demonstration,1,company,NA,managepersonal,defense,govtcentral,NA,n,n,n,n,0,NA,2013,nov,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1712,2,201312,MAZ,protest,Warszawa,1754,voyvodeship,sportculture,NA,NA,nonorganised,NA,demonstration,1,infrastructure,h24,duesalary,defense,govtcentral,NA,n,n,n,n,0,NA,2013,dec,NA,NOACT2,movement,n,n,n,n,y,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1713,1,201312,SLA,protest,Katowice,298,voyvodeship,healthsocial,PO,po,nonorganised,30,blockade,1,company,NA,layoffs,defense,govtlocal,negative,n,n,n,n,0,NA,2013,dec,Kraków JP2,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,y,n,n,n,n,1,NOREPERT2,investment,0
1714,1,201312,ZCP,protest,Szczecin,405,voyvodeship,NOTCOMPANY,S,s,unioncentral,NA,demonstration,1,company,NA,managepolicy,offense,company,NA,n,n,n,n,0,NA,2013,dec,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1715,2,201312,SLA,protest,Częstochowa,227,normal,healthsocial,S,s,unionlocal,NA,blockade,1,stateregional,NA,wage,defense,govtcentral,unclear,n,n,n,n,0,NA,2013,dec,Teatr Polski,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,slowdown,NOCLAIM2,0
1716,1,201312,MAZ,protest,Płock,121,normal,healthsocial,S,s,unionlocal,NA,demonstration,1,company,NA,dialogue,offense,company,negative,n,n,n,n,0,social services,2013,dec,Białystok university,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,policywork,0
1717,1,201312,MAZ,threat,Warszawa,1754,voyvodeship,transportpost,S,s,unionlocal,NA,strike,5,company,y1,bankrupcy,defense,govtcentral,NA,n,n,n,n,0,NA,2013,dec,Teatr Polski,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,demonstration,NOCLAIM2,0
1718,2,201401,LDZ,protest,Łódź,697,voyvodeship,healthsocial,NA,NA,unionlocal,NA,strike,1,stateregional,NA,govtpolicycompany,offense,company,NA,n,n,n,n,0,NA,2014,jan,UPC TK,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,8,NOREPERT2,duesalary,0
1719,1,201401,KPO,protest,Toruń,202,voyvodeship,household,NA,NA,nonunion,NA,demonstration,1,company,NA,managepolicy,defense,company,NA,n,n,n,n,0,healthcare,2014,jan,Zespół Elektrowni PAK,samoobrona,political,n,n,n,n,n,n,n,n,y,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1720,1,201401,KPO,threat,NOTCITY,NOTCITY,NOTCITY,healthsocial,S,s,unioncentral,NA,nonspecific,1,company,NA,govtpolicycompany,offense,company,NA,n,n,n,n,0,NA,2014,jan,NA,sld,political,n,n,n,n,y,n,n,y,n,n,n,n,n,n,1,NOREPERT2,policywork,we wont pay for your crisis
1721,1,201401,ZCP,protest,Szczecin,405,voyvodeship,manufactoring,S,s,unionlocal,NA,demonstration,1,infrastructure,NA,wage,defense,govtlocal,negative,n,n,n,n,0,NA,2014,jan,Płock prison,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,layoffs,0
1722,1,201401,SWK,threat,Kielce,198,voyvodeship,mining,S,s,unionlocal,NA,blockade,1,company,h2,wage,defense,company,negative,n,n,n,n,0,NA,2014,jan,Opole prison,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1723,1,201401,LBL,protest,Lublin,340,voyvodeship,transportpost,S,s,unionlocal,15,demonstration,1,company,NA,wage,offense,govtcentral,unclear,n,n,n,n,0,NA,2014,jan,Rabka hospital,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1724,1,201401,ZCP,protest,NOTCITY,NOTCITY,NOTCITY,NOTCOMPANY,S S80,s,unioncentral,10,blockade,1,infrastructure,h12,layoffs,offense,company,positive,n,n,n,n,0,NA,2014,jan,Bielbaw,NA,community,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,against new wage regulations
1725,1,201401,ZCP,protest,NOTCITY,NOTCITY,NOTCITY,NOTCOMPANY,S S80,s,unioncentral,250,demonstration,1,company,NA,duesalary,defense,govtlocal,negative,n,n,n,n,0,NA,2014,jan,Bytom III mine,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,political,0
1726,1,201402,OPO,protest,Opole,128,voyvodeship,publicsocial,NA,NA,unionlocal,NA,agitation,1,publicspace,NA,duesalary,offense,govtlocal,unclear,n,n,n,n,0,NA,2014,feb,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,unionize,0
1727,2,201402,KPO,threat,NOTCITY,NOTCITY,NOTCITY,transportpost,NA,NA,unionlocal,NA,strike,1,statecentral,NA,bankrupcy,defense,govtlocal,NA,n,n,n,n,0,NA,2014,feb,SKM,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1728,1,201402,PL,threat,NOTCITY,NOTCITY,NOTCITY,transportpost,NA,NA,unionlocal,NA,strike,1,company,h48,wage,offense,company,unclear,n,n,n,n,0,NA,2014,feb,WsiF,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1729,2,201402,SWK,protest,Skarżysko Kamienna,47,normal,waterwaste,NA,NA,nonorganised,NA,demonstration,1,NA,NA,wage,offense,company,NA,n,n,n,n,0,healthcare,2014,feb,PGNiG,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1730,1,201402,LDZ,protest,Łódź,697,voyvodeship,healthsocial,NA,NA,unionlocal,NA,demonstration,1,statecentral,h48,wage,offense,company,NA,n,n,n,n,0,NA,2014,feb,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1731,1,201402,MAZ,protest,Płock,121,normal,manufactoring,NA,NA,nonorganised,130,strike,1,company,h48,duesalary,defense,govtlocal,NA,n,n,n,n,0,NOGROUP,2014,feb,PKP,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1732,1,201402,ZCP,protest,Połczyn Zdrój,8,normal,healthsocial,NA,NA,nonorganised,200,demonstration,1,NA,NA,investment,defense,govtcentral,negative,n,n,n,n,0,retail trade,2014,feb,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,6,NOREPERT2,duesalary,0
1733,3,201402,KPO,protest,Toruń,202,voyvodeship,education,NA,NA,nonorganised,100,demonstration,2,company,NA,wage,offense,govtlocal,negative,n,n,n,n,0,retail trade,2014,feb,Opole veterans house,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1734,2,201402,PL,protest,NOTCITY,NOTCITY,NOTCITY,information,NA,NA,unionlocal,50,strike,27,company,w1,privatisationanti,offense,govtlocal,negative,n,n,n,n,0,NA,2014,feb,Delia,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,privatisationanti,0
1735,1,201402,WLK,protest,Poznań,542,voyvodeship,adminsupport,IP,ip,unionlocal,20,demonstration,1,company,NA,wage,offense,company,negative,n,n,n,n,0,NOGROUP,2014,feb,PKP,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,political,0
1736,1,201402,PDL,threat,Białystok,297,voyvodeship,traderepair,S,s,nonorganised,NA,demonstration,1,company,h24,govtpolicycompany,offense,govtlocal,positive,n,n,n,n,0,NOGROUP,2014,feb,Szczecin port,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1737,1,201402,PDL,protest,Białystok,297,voyvodeship,traderepair,S,s,unionlocal,NA,agitation,1,publicspace,NA,wage,offense,company,NA,n,n,n,n,0,NOGROUP,2014,feb,Pocztex,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,2,NOREPERT2,conditions,0
1738,1,201402,KPO,protest,NOTCITY,NOTCITY,NOTCITY,transportpost,S,s,unionlocal,NA,demonstration,1,company,NA,duesalary,offense,govtlocal,unclear,n,n,n,n,0,NOGROUP,2014,feb,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,360,NOREPERT2,NOCLAIM2,0
1739,3,201402,KPO,protest,Inowrocław,74,normal,healthsocial,S,s,unioncentral,150,demonstration,1,stateregional,m3,wage,offense,company,positive,n,n,n,n,0,NA,2014,feb,Whirlpool,opzz,NOACT2,n,n,n,y,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1740,1,201402,MAZ,protest,Warszawa,1754,voyvodeship,NOTCOMPANY,S,s,nonorganised,3000,demonstration,1,statecentral,w1,wage,defense,company,unclear,n,n,n,n,0,NA,2014,feb,Gdynia port,s80,NOACT2,n,n,n,n,n,y,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1741,1,201402,LBS,protest,Zielona Góra,139,voyvodeship,traderepair,S,s,unionlocal,NA,demonstration,3,company,NA,commemoration,defense,govtcentral,unclear,n,n,n,n,0,NA,2014,feb,Polmo,NOACT2,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,n,n,1,NOREPERT2,bankrupcy,0
1742,2,201402,LBS,threat,Zielona Góra,139,voyvodeship,education,ZNP,znp,unionlocal,NA,drastic,16,stateregional,NA,duesalary,defense,govtlocal,unclear,n,n,n,n,0,NOGROUP,2014,feb,NOTCOMPANY,NOACT2,movement,n,n,n,n,n,n,n,n,y,n,n,n,n,n,1,NOREPERT2,layoffs,0
1743,1,201403,MAZ,protest,Warszawa,1754,voyvodeship,household,NA,NA,nonunion,NA,demonstration,1,company,NA,wage,offense,company,negative,n,n,n,n,0,NA,2014,mar,Gdańsk shipyard,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1744,2,201403,PL,protest,NOTCITY,NOTCITY,NOTCITY,household,NA,NA,nonunion,NA,blockade,1,company,NA,govtpolicycompany,offense,govtlocal,NA,n,n,n,n,0,NA,2014,mar,NA,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1745,1,201403,MAP,protest,Kraków,765,voyvodeship,household,NA,NA,nonunion,NA,demonstration,1,infrastructure,NA,layoffs,defense,govtlocal,unclear,n,n,n,n,0,NOGROUP,2014,mar,Biedronka,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,2,NOREPERT2,NOCLAIM2,labour day
1746,1,201403,WLK,protest,Poznań,542,voyvodeship,household,NA,NA,nonunion,NA,demonstration,1,company,h2,wage,offense,company,positive,n,n,n,n,0,NA,2014,mar,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
1747,1,201403,MAP,protest,Kraków,765,voyvodeship,household,NA,NA,nonunion,30,demonstration,1,company,NA,wage,offense,govtlocal,NA,n,n,n,n,0,NA,2014,mar,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
1748,2,201403,SLA,protest,Częstochowa,227,normal,manufactoring,S,s,unionlocal,NA,demonstration,1,stateregional,NA,wage,defense,other,NA,n,n,n,n,0,NOGROUP,2014,mar,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
1749,4,201403,KPO,protest,Toruń,202,voyvodeship,education,S,s,unionlocal,110,demonstration,2,NA,NA,wage,offense,company,NA,n,n,n,n,0,NA,2014,mar,PKP,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,duesalary,0
1750,1,201403,LDZ,protest,Łódź,697,voyvodeship,traderepair,S,s,unionlocal,NA,agitation,3,company,NA,privatisationanti,offense,govtlocal,unclear,n,n,n,n,0,NA,2014,mar,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
1751,1,201403,SLA,protest,Katowice,298,voyvodeship,transportpost,SR80 TR,sr80,unioncentral,NA,agitation,1,statecentral,NA,wage,offense,govtlocal,positive,n,n,n,n,0,NA,2014,mar,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,duesalary,0
1752,1,201403,PL,threat,NOTCITY,NOTCITY,NOTCITY,education,ZNP,znp,unioncentral,NA,strike,1,publicspace,NA,govtpolicycompany,offense,company,unclear,n,n,n,n,0,NOGROUP,2014,mar,LOT board staff,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1753,1,201404,WAM,protest,Olsztyn,173,voyvodeship,publicsocial,NA,NA,unionlocal,NA,agitation,1,stateregional,w1,layoffs,offense,govtlocal,negative,n,n,n,n,0,NA,2014,apr,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,NA,NOREPERT2,NOCLAIM2,0
1754,1,201404,MAZ,threat,Płock,121,normal,education,NA,NA,nonorganised,NA,drastic,1,stateregional,NA,wage,offense,company,unclear,n,n,n,n,0,NA,2014,apr,Biedronka,NA,nonunion,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1755,1,201404,PDK,protest,Rzeszów,188,voyvodeship,healthsocial,NA,NA,nonorganised,NA,demonstration,1,infrastructure,h24,bankrupcy,defense,other,unclear,n,n,n,n,0,NOGROUP,2014,apr,Warszawa Niekłańska,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1756,1,201404,SWK,protest,Skarżysko Kamienna,47,normal,waterwaste,NA,NA,nonorganised,NA,demonstration,1,media,timeless,managepolicy,defense,govtcentral,negative,n,n,n,n,0,NOGROUP,2014,apr,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1757,3,201404,DSL,threat,Wrocław,638,voyvodeship,transportpost,S,s,unionlocal,NA,strike,1,company,NA,govtpolicywork,defense,govtcentral,NA,n,n,n,n,0,NOGROUP,2014,apr,NOTCOMPANY,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1758,6,201404,SLA,protest,Katowice,298,voyvodeship,mining,S SR80,s,unionlocal,10000,demonstration,2,company,h2,duesalary,defense,govtlocal,positive,n,n,n,n,0,waste recycling companies,2014,apr,NA,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1759,1,201404,ZCP,protest,Szczecin,405,voyvodeship,transportpost,SR80 PPP,sr80,unionlocal,NA,agitation,1,publicspace,NA,collagreement,offense,govtcentral,NA,n,n,n,n,0,NOGROUP,2014,apr,MPK Wrocław,NA,political,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1760,1,201405,PDK,protest,Rzeszów,188,voyvodeship,professional,NA,NA,nonorganised,20,demonstration,1,infrastructure,h24,duesalary,defense,govtlocal,NA,n,n,n,n,0,NA,2014,may,Arcelor Mittal,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1761,1,201405,SLA,protest,Jastrzębie Zdrój,90,normal,mining,NA,NA,atypical,100,demonstration,1,infrastructure,h2,wage,offense,company,NA,n,n,n,n,0,NA,2014,may,JSW,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,conditions,0
1762,1,201405,PL,protest,NOTCITY,NOTCITY,NOTCITY,publicsocial,NA,NA,unionlocal,3000,legal,1,stateother,NA,govtpolicycompany,defense,company,negative,n,n,n,n,0,NA,2014,may,EDF,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,7,NOREPERT2,conditions,0
1763,1,201405,SLA,threat,Zabrze,177,normal,healthsocial,PIP,pip,unionlocal,NA,demonstration,1,company,NA,wage,defense,company,NA,n,n,n,n,0,NA,2014,may,PKP,opzz,NOACT2,n,n,n,y,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1764,1,201405,SLA,protest,Siemianowice Śląskie,68,normal,publicsocial,S,s,unionlocal,15,drastic,1,publicspace,h2,investment,offense,publicgeneral,NA,n,n,n,n,0,NA,2014,may,Gdańsk shipyard,opzz,NOACT2,n,n,n,y,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,NOCLAIM2,0
1765,1,201405,LDZ,protest,Radomsko,47,normal,healthsocial,S,s,unioncentral,800,demonstration,1,stateregional,NA,collagreement,defense,company,NA,n,n,n,n,0,NA,2014,may,Łapy ZNTK,NOACT2,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,n,n,1,NOREPERT2,NOCLAIM2,0
1766,1,201406,SLA,threat,Częstochowa,227,normal,transportpost,NA,NA,unionlocal,NA,strike,1,statecentral,NA,wage,defense,govtcentral,positive,n,n,n,n,0,NA,2014,jun,Fabryka Wagonów Gniewczyna,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,1,NOREPERT2,investment,0
1767,2,201406,PDK,protest,Ropczyce,16,normal,manufactoring,NA,NA,unionlocal,NA,demonstration,1,publicspace,NA,investment,defense,govtcentral,positive,n,n,n,n,0,NA,2014,jun,Energa,NOACT2,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,y,n,3,NOREPERT2,NOCLAIM2,0
1768,1,201406,MAZ,protest,Dziekanów Leśny,1,normal,adminsupport,NA,NA,nonorganised,10,strike,1,company,m1,wage,defense,company,NA,n,n,n,n,0,NA,2014,jun,NA,NOACT2,movement,n,n,n,n,n,n,n,n,n,n,n,n,y,n,3,NOREPERT2,NOCLAIM2,0
1769,1,201406,ZCP,threat,Szczecin,405,voyvodeship,construction,NA,NA,atypical,150,strike,1,company,h2,wage,offense,govtcentral,NA,n,n,n,n,0,NA,2014,jun,KW,sr80,NOACT2,n,n,n,n,n,n,n,n,y,n,n,n,y,n,1,NOREPERT2,political,0
1770,2,201406,WLK,protest,Poznań,542,voyvodeship,education,IP,ip,unionlocal,NA,demonstration,1,company,NA,investment,offense,company,negative,n,n,n,n,0,NA,2014,jun,PEC,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1,NOREPERT2,duesalary,0
1771,1,201406,SWK,protest,Opatów,6,normal,healthsocial,PIP,pip,unionlocal,NA,demonstration,1,company,h2,atypical,defense,govtcentral,positive,n,n,n,n,0,NOGROUP,2014,jun,Enea,NA,NOACT2,n,n,n,n,n,n,n,n,n,n,n,n,n,n,3,NOREPERT2,NOCLAIM2,0
